content,Label
Masih ada 3 hal penting yg saya kira perlu diperhatikan juga a.l: 1) tambahkan donk pilihan untuk menyimpan media ke SD card. 2) Kualitas Video dan Foto (Media) yg di kirim kalo bisa mengakomodir kwalitas HD. 3) tambahkan fitur untuk admin grup bisa mengontrol member grupnya salah satunya member dlm grup tidak keluar masuk grup tanpa diijinkan dl oleh admin grup. bintang 5 kalo sudah di akomodir,negatif
Gak tau,negatif
Skrang malah di blokir akun nie yg buat watsap mesenger niat ga sih jgn mau jual aplikasi doang lah,negatif
"Mohon di perbaiki aflikasi WhatsApp ini terjadi bug saat saya memposting video di status, video yg saya posting pas ya posting biasa saja pas saya liat ko jdi ngebug video d tonton mlh berhenti d pertangahan dan gk bisa maju2 video nya, mohon d perbaiki karena menurut saya WhatsApp sekarang udh d update malah mkin buruk🙏",negatif
Aplikasinya tambah nyusahin masa nomer keluar terus dari aplikasi pas mau masuk gk bisa,negatif
Wa semakin ribet dan kalo pindah ke status atau ke chat udah gk bisa lagi slide ke samping.. Pdahal lebih mudah gitu,negatif
KmIn gggg.g,negatif
Setelah saya update kenapa riwayat panggilan hilang semua:(,negatif
"Ini gimana sih. Kok dikit keblokir setiap habis nyambangjn ke web . Astaga kok sekarang jadi kayak gini sih, susah amat ini buat tugas kuliah kalau ga disambungin ke web. Tolong kerjasamanya dan diperbaiki aplikasinya",negatif
Gabut,negatif
Whatsapp udh gak jelas mksdnya apa coba akun saya tidk bsa di gunakan. Ada yg melaporkan nomor saya.mlh nomor saya gk bsa di gunakn. Kecewa sekali,negatif
"Diupdate bukannya tambah bagus malahan tambah rusak video call klu dikecilkan gambar ngebag ga bisa ditekan tekan, kenapa ya ada yg sama ga guys..",negatif
Tidak bisa mengirim lagu,negatif
"Kenapa whatsapp yg versi sekarang harus simpen foto manual? galeri atau foto² saya yang dari chat whatsapp itu hilang semua, saya kira cuma saya yg seperti ini, pas liat ulasan apl Wa di playstore ternyata banyak yg ngalamin fitur nya bikin PR.",negatif
Makin update makin ga bagus masa vidcall kameranya crash padahal di Samsung s23U,negatif
Tidak bisa mengirim lagu,negatif
Syukk ra ono sing chat🙈,negatif
Ok,negatif
"Parah.. berkali-kali akun wa saya keluar sendiri dengan alasan tidak bisa dipergunakan, lalu udah berkali-kali ditinjau tapi ketika sudah benar lagi, EH BESOKNYA BEGINI LAGI, kenapa saya jadi makin ga nyaman sama aplikasi ini ya katanya keamanan nya berlapis kok ngeluarin akun orang sembarangan...",negatif
Stop making stupid UI UX,negatif
Gak enak wa anj,negatif
sulit perbarui wa,negatif
"Baru ajjah di update, eh malah WA nya gak bisa di buka, saya pakai HP Redmi 10C",negatif
Jangan paksa kami untuk mengunduh,negatif
Wa saya tiba² di bandung gak jelas,negatif
Enakan kaya dulu WhatsApp nya sekarang jadi ribet males,negatif
Fitur setelah update kurang bagus,negatif
Sulit sekali d update...sampai sekarang pun blm bisa,negatif
Oke,negatif
Gak enak wa anj,negatif
"Please the microphone is still bad,",negatif
",. % . z, .,. ,%'. , . Xa. . . ,"".? s, ., . . . *@,. s2 ,, ,,3 , ,, ,gs3. ,,we. . . , var , ., q , ,.,.,;' '. ;,@3%×3 , gej &÷ , .? . ,: 2 , ., . s3 ,d, , ,. s, . . m,cl. ,+ .z , ,x lj , vez, ., ., , w . *. ;,@82 , , , .z3, 3, ,s G2zge ,,af , . , ,.. ..",negatif
Apk sangat bermanfaat,negatif
"Tolong hapus fitur reaksi,karena saya benci ketika saya chat cuman direspon reaksi",negatif
Nama marnisegep lahir tgl 1987,negatif
"Setelah update UI nya malah tidak menarik dak ribet. Lebih bagus dan enak UI yang lama. Ini mirip-mirip WA di IOS, tapi kurang enak.",negatif
di apdet malah makin rusak ni wa,negatif
WhatsApp sekarang semakin rusakkk update update gada perubahan malah tambah edan,negatif
No saya di. Blokir bagaimana cara agar bisa pulih kbali,negatif
Pas diupdate kok fitur kunci chat nya nggak berfungsi Tolong diperbaiki lagi🙏🙏,negatif
Jelekk😢,negatif
Jelek,negatif
Kenapa wa ku di blokir beberapa hari ini emang kenapa lama lama ok gini WhatsApp sekarang,negatif
Kenapa Kena blokir pihak whatsApp,negatif
Ngak bisa dipasang min,negatif
Maaf saya kasih rating 1 karna pas saya masukin no nya gak bisa padahal itu no nya udah bnr itu no nya malah gak bisa bisa udah coba beberapa kali tetep gak bisa,negatif
Jelekk😢,negatif
Update mulu,negatif
Masih ada 3 hal penting yg saya kira perlu diperhatikan juga a.l: 1) tambahkan donk pilihan untuk menyimpan media ke SD card. 2) Kualitas Video dan Foto (Media) yg di kirim kalo bisa mengakomodir kwalitas HD. 3) tambahkan fitur untuk admin grup bisa mengontrol member grupnya salah satunya member dlm grup tidak keluar masuk grup tanpa diijinkan dl oleh admin grup. bintang 5 kalo sudah di akomodir,negatif
Aplikasi kon apa gak terima sin by one dek,negatif
TOLONG BAGI PIHAK WA TOLONG PERBAIKI SAYA PAS BUAT SW SW SAYA TAMPAK BURAM TOLONG PERBAIKI,negatif
Masih ada 3 hal penting yg saya kira perlu diperhatikan juga a.l: 1) tambahkan donk pilihan untuk menyimpan media ke SD card. 2) Kualitas Video dan Foto (Media) yg di kirim kalo bisa mengakomodir kwalitas HD. 3) tambahkan fitur untuk admin grup bisa mengontrol member grupnya salah satunya member dlm grup tidak keluar masuk grup tanpa diijinkan dl oleh admin grup. bintang 5 kalo sudah di akomodir,negatif
Tolong dong di perbaiki gimana si makin ke sni mkin sulit aja untuk di gunain hapus aja kalau begitu!!!!!,negatif
Sewenang wenang,negatif
Minta di update ko muter2,negatif
"Kembalikan Tampilan Whatsapp Yang Lama!, tampilan yang baru tidak menarik",negatif
Saya suka yang baik saya supaya hasilnya pun juga yang baik dan saya saya suka lebih apel leb maaf menyukai mungkin saya ingin saya merasa senang saya ingin apa nama bagus lagu senam lagu senam aerobik pesannya cara mengirimnya bagaimana in ya Allah wisata Allah mendengarkan mendengarkan ucapan saya messenger saya senang saya senang mendengar melihat teman-teman dan menarik cara buka bu dengan teman saya ingin hanya ingin bertanya tanya sama teman ini harus p harus gimana harus kita ha ok maaf,negatif
"Ini gimana sih. Kok dikit keblokir setiap habis nyambangjn ke web . Astaga kok sekarang jadi kayak gini sih, susah amat ini buat tugas kuliah kalau ga disambungin ke web. Tolong kerjasamanya dan diperbaiki aplikasinya",negatif
Pas diupdate kok fitur kunci chat nya nggak berfungsi Tolong diperbaiki lagi🙏🙏,negatif
Ko udah di update malah burik video biasanya upload bagus normal skrang malah kau wa..,negatif
Sekian lama pakai wa...kok di blokir ...aneh,negatif
"Diupdate bukannya tambah bagus malahan tambah rusak video call klu dikecilkan gambar ngebag ga bisa ditekan tekan, kenapa ya ada yg sama ga guys..",negatif
Kenapa tidak bisa menghapus pesan,negatif
"Kenapa si daftar aja ribet banget susah ga ngirim ngirim kode , tolol ANJ susah udah 10 jam. Nunggu kode",negatif
Whatsapp udh gak jelas mksdnya apa coba akun saya tidk bsa di gunakan. Ada yg melaporkan nomor saya.mlh nomor saya gk bsa di gunakn. Kecewa sekali,negatif
Sewenang wenang,negatif
Yhh NIH WHATSAPP EMG KG DANTA. Masa NO GW KEKENON MULU YHH MANA KEAMANAN MANA F,negatif
Setelah saya update kenapa riwayat panggilan hilang semua:(,negatif
"Jangan mandang isi caht lah kntl, mentang² wa gw sepi jadi pas update gk di kasi perbuhan sama fitur² barunya kntl lah.",negatif
Tolong dengan sangattt...kembalikan versi whatsapp swap...karena terlalu ribet kalo harus di klak klik dulu..kelamaan woyyyelahhh,negatif
"Diupdate bukannya tambah bagus malahan tambah rusak video call klu dikecilkan gambar ngebag ga bisa ditekan tekan, kenapa ya ada yg sama ga guys..",negatif
☺🙏🏻,negatif
"Saya tidak bisa pasang whatsap saya,, mff saya kasih bintang 1 kalo udh beres baru sya ksih bintang 5 lgi",negatif
Aplikasinya tambah nyusahin masa nomer keluar terus dari aplikasi pas mau masuk gk bisa,negatif
Mantaaap,negatif
Diam-diam bikin penuh memori udah jangan cadangkan pesan tetep aja cadangkan,negatif
Oke,negatif
Aplikasinya tambah nyusahin masa nomer keluar terus dari aplikasi pas mau masuk gk bisa,negatif
TOLONG BAGI PIHAK WA TOLONG PERBAIKI SAYA PAS BUAT SW SW SAYA TAMPAK BURAM TOLONG PERBAIKI,negatif
"Saya tidak bisa pasang whatsap saya,, mff saya kasih bintang 1 kalo udh beres baru sya ksih bintang 5 lgi",negatif
Nama marnisegep lahir tgl 1987,negatif
Kenapa kode verifikasi tidak muncul harus menunggu 24 jam tolong bantuan nya,negatif
sulit perbarui wa,negatif
"Setelah update UI nya malah tidak menarik dak ribet. Lebih bagus dan enak UI yang lama. Ini mirip-mirip WA di IOS, tapi kurang enak.",negatif
Jelek huuuhh👎👎👎👎,negatif
Bikin ribet. Lama lagi nunggunya,negatif
Kenapa haruss ada kaldaluarsanya,negatif
Gak jelas kode sms gak dapat pangilan tidak bisa,negatif
"Tolong dong chat nya di buat permanen aja gx usah ada hilang dalam 24 jam dan lain lain ,,kita jadi gx ounya bukti chat kalo mreka pake progamnya",negatif
Mantaaap,negatif
di apdet malah makin rusak ni wa,negatif
"Every 1 week, it's always updated, instead of adding bags, it's even worse, please fix it again",negatif
Kenapa haruss ada kaldaluarsanya,negatif
Whatsapp nya kurang ky ga jelas gitu maaf saya kasi bintang 1 doang karna emang g jelas,negatif
Tue,negatif
"Makin kesini update makin aneh ribet gak bisa di geser""",negatif
Buruk,negatif
Eror gak bisa di update,negatif
"Saya tidak bisa pasang whatsap saya,, mff saya kasih bintang 1 kalo udh beres baru sya ksih bintang 5 lgi",negatif
Tue,negatif
"Please the microphone is still bad,",negatif
Ga ada yang ngechat gw!,negatif
Eror gak bisa di update,negatif
Kurang baik kadang lemot,negatif
Ga ada yang ngechat gw!,negatif
Sekarang whasaap byk bedanya,negatif
Whatsapp udh gak jelas mksdnya apa coba akun saya tidk bsa di gunakan. Ada yg melaporkan nomor saya.mlh nomor saya gk bsa di gunakn. Kecewa sekali,negatif
Tolong dengan sangattt...kembalikan versi whatsapp swap...karena terlalu ribet kalo harus di klak klik dulu..kelamaan woyyyelahhh,negatif
"kenapa makin di update makin bnyak pemakaian ruang sih,ini parah banget sih...",negatif
Sinyal nya padahal full kuota nya full tapi knp setiap aku kirim video macet!!!! Dh lh jangan ke banyakan update gini nih jadi nya pasti banyak kesalahan:((((,negatif
Tidak bisa mengirim lagu,negatif
Oke,negatif
Ok,negatif
Nyobak dulu,negatif
Aku bukan pengemis cuenta,negatif
"Baru ajjah di update, eh malah WA nya gak bisa di buka, saya pakai HP Redmi 10C",negatif
Whatsapp nya kurang ky ga jelas gitu maaf saya kasi bintang 1 doang karna emang g jelas,negatif
Foto dan Video distatus tidak HD,negatif
"Aplikasinya sangat membantu , tapi ahir ahir ini sering terjadi error pada pemulihan chat yg mengakibatkan chat terbaca 5 hari di tanggal sebelunnya , tolong di perbaiki lagi aplikasinya",negatif
Tolong dong fitur foto yg sekali di liahat bisa di ss seperti dulu lagi soalnya saya gak bisa ss pap pacar saya hehe.tolong di perbaiki lagi Terimakasih,negatif
Jelek banget rating buat sekarang masa video yang ukuran nya cuman 3mb di kompres lagi jadi 1 MB gimana sih biasanya juga minimal 8 mb,negatif
Telat update whatshap aja kena blokir plis lah whattshap buka no ku,negatif
Jelekk😢,negatif
Knp mesti di unduh,negatif
Kecewa dgn cra kerjanya..miskin stiker..mles apdetnya..,negatif
Kenapa nada dering tidak bisa diganti lagu mp3,negatif
Enakan kaya dulu WhatsApp nya sekarang jadi ribet males,negatif
suka jalan jalan,negatif
Wa nge bung,negatif
Jelek banget rating buat sekarang masa video yang ukuran nya cuman 3mb di kompres lagi jadi 1 MB gimana sih biasanya juga minimal 8 mb,negatif
Update mulu,negatif
Telat update whatshap aja kena blokir plis lah whattshap buka no ku,negatif
Kenapa haruss ada kaldaluarsanya,negatif
"WhatsApp skrng jadi jelek ,,",negatif
Lbih ribet,negatif
Tidak perlu kata kata,negatif
Knp mesti di unduh,negatif
"Baru ajjah di update, eh malah WA nya gak bisa di buka, saya pakai HP Redmi 10C",negatif
Parah ga jelas aflikasi ini dulu baik baik aja makin kesini makin ga jelas,negatif
Sangat bagus,negatif
Tidak bisa menerima kode verifikasi,negatif
sulit perbarui wa,negatif
Ahhhaii,negatif
Yang sekarang kurang enak enakan yang dulu,negatif
Fitur setelah update kurang bagus,negatif
Ral,negatif
"Kenapa si daftar aja ribet banget susah ga ngirim ngirim kode , tolol ANJ susah udah 10 jam. Nunggu kode",negatif
Makin buruk aplikasi ini!,negatif
"Kenapa si daftar aja ribet banget susah ga ngirim ngirim kode , tolol ANJ susah udah 10 jam. Nunggu kode",negatif
☺🙏🏻,negatif
"Skrg kurang baik dn kurang bguss deh, krna terakhir aku update saat 5 juni lah ini 9 juni harus udh di update lgi,, gmn si trs juga apk di hpku sdkit bgt, cuma demi nge update whtsaap, 2 apk kesayanganku hrs dihapuusss krna klo cm 1 yg dihapus ga bisa buat update iihhh 😒",negatif
🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,negatif
Angel mlbu gaiso dadak,negatif
"kenapa setiap post story selalu video/foto kekompres atau buram??, saya sangat kecewa!!",negatif
Wa saya tiba² di bandung gak jelas,negatif
Bagus,negatif
Jelek,negatif
"Dari sekian banyak komen yg ku baca,jd gw punya kesimpulan untuk tidak mengupdate",negatif
Makin buruk aplikasi ini!,negatif
Jangan paksa kami untuk mengunduh,negatif
Kenapa Kena blokir pihak whatsApp,negatif
Adit tia,negatif
Bagus,negatif
"Tolong benerin bugnya dong, masa kontak cewek saya gak ada pp sama ceklis gak ada infonya juga. Sama ituu dia sibuk dari tahun 1970an masa,yang bener azaa",negatif
Knp mesti di unduh,negatif
Parah ga jelas aflikasi ini dulu baik baik aja makin kesini makin ga jelas,negatif
Ga ada yang ngechat gw!,negatif
Kerja bagus,negatif
Wa saya tiba² di bandung gak jelas,negatif
di apdet malah makin rusak ni wa,negatif
Kok sw nya gk bisa dibuka sihhh Tolong diperbaiki lagi donk!!,negatif
"Sering bug gjls,dan jg g bs msk ke wa ny",negatif
ok Ok,negatif
WhatsApp,negatif
Kenapa sih susah banget download WhatsApp messenger,negatif
jelek,negatif
Buat wa versi tanpa internet,negatif
Wa nge bung,negatif
sulit perbarui wa,negatif
Tolong dengan sangattt...kembalikan versi whatsapp swap...karena terlalu ribet kalo harus di klak klik dulu..kelamaan woyyyelahhh,negatif
"ini gimana sih fiturnya jadi kek gini,gak nyaman. balikin yang kek dulu lah",negatif
Sinyal nya padahal full kuota nya full tapi knp setiap aku kirim video macet!!!! Dh lh jangan ke banyakan update gini nih jadi nya pasti banyak kesalahan:((((,negatif
Sekarang wa nggak ada privasinya lebih dijaga dong harusnya,negatif
Kenapa versi yg ini kualitasnya masih bagus yg versi sebelumnya padahal saya menggunakan sim card yg sama untuk datanya... Mohon bantuannya untuk diperbaiki terima kasih,negatif
"ni gimana si maksudnya, cape bangt tau ga si orang lagi ngerjain data yg penting malah ada notif pemulihan pemulihan pas uda dipulihkan ilang semua apasi tambah ga jelas",negatif
"Bagus sih aplikasi nya buat vcall jarak jauh,cuman sering terjadi eror.padahal selalu di update",negatif
Kenapa whatsapp saya sering kena spam ya??saya masukan no yg di whatsapp kok gk bs knpa ya nie??,negatif
Bagus,negatif
Saya suka yang baik saya supaya hasilnya pun juga yang baik dan saya saya suka lebih apel leb maaf menyukai mungkin saya ingin saya merasa senang saya ingin apa nama bagus lagu senam lagu senam aerobik pesannya cara mengirimnya bagaimana in ya Allah wisata Allah mendengarkan mendengarkan ucapan saya messenger saya senang saya senang mendengar melihat teman-teman dan menarik cara buka bu dengan teman saya ingin hanya ingin bertanya tanya sama teman ini harus p harus gimana harus kita ha ok maaf,negatif
🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,negatif
cara buka wacsap kna spam atau kna apa mohon pulihkan,negatif
"Bagus sih aplikasi nya buat vcall jarak jauh,cuman sering terjadi eror.padahal selalu di update",negatif
Apk sangat bermanfaat,negatif
B aja,negatif
"kenapa makin di update makin bnyak pemakaian ruang sih,ini parah banget sih...",negatif
Ebeww,negatif
Gak jelas kode sms gak dapat pangilan tidak bisa,negatif
"kenapa setiap post story selalu video/foto kekompres atau buram??, saya sangat kecewa!!",negatif
bagus ya wa nya,negatif
cara memperbarui whatsapp,negatif
Yhh NIH WHATSAPP EMG KG DANTA. Masa NO GW KEKENON MULU YHH MANA KEAMANAN MANA F,negatif
Aplikasinya tambah nyusahin masa nomer keluar terus dari aplikasi pas mau masuk gk bisa,negatif
Kenapa versi yg ini kualitasnya masih bagus yg versi sebelumnya padahal saya menggunakan sim card yg sama untuk datanya... Mohon bantuannya untuk diperbaiki terima kasih,negatif
"Kenapa si daftar aja ribet banget susah ga ngirim ngirim kode , tolol ANJ susah udah 10 jam. Nunggu kode",negatif
Gak enak wa anj,negatif
"Sangat busuk, aplikasi sampah",negatif
Kenapa versi yg ini kualitasnya masih bagus yg versi sebelumnya padahal saya menggunakan sim card yg sama untuk datanya... Mohon bantuannya untuk diperbaiki terima kasih,negatif
Bikin ribet. Lama lagi nunggunya,negatif
Ko udah di update malah burik video biasanya upload bagus normal skrang malah kau wa..,negatif
Aplikasinya tambah nyusahin masa nomer keluar terus dari aplikasi pas mau masuk gk bisa,negatif
Kenapa haruss ada kaldaluarsanya,negatif
cara memperbarui whatsapp,negatif
"Setelah update UI nya malah tidak menarik dak ribet. Lebih bagus dan enak UI yang lama. Ini mirip-mirip WA di IOS, tapi kurang enak.",negatif
Gabut,negatif
WhatsApp sekarang semakin rusakkk update update gada perubahan malah tambah edan,negatif
ini knp ya WA sy slalu ke riset pesan'nya pdhl sy ga mencet atau ngapa'in tiba' ke riset sendiri,negatif
Bagus,negatif
KmIn gggg.g,negatif
Setelah saya update kenapa riwayat panggilan hilang semua:(,negatif
Wa semakin ribet dan kalo pindah ke status atau ke chat udah gk bisa lagi slide ke samping.. Pdahal lebih mudah gitu,negatif
"kenapa setiap video call gambarnya ngelag, padahal sinyal bagus",negatif
Ngirim dokumen knp jadi hrus 1-1?!!!! Males banget,negatif
"Parah.. berkali-kali akun wa saya keluar sendiri dengan alasan tidak bisa dipergunakan, lalu udah berkali-kali ditinjau tapi ketika sudah benar lagi, EH BESOKNYA BEGINI LAGI, kenapa saya jadi makin ga nyaman sama aplikasi ini ya katanya keamanan nya berlapis kok ngeluarin akun orang sembarangan...",negatif
Sangat bagus,negatif
Eror gak bisa di update,negatif
Kenapa whatsapp saya sering kena spam ya??saya masukan no yg di whatsapp kok gk bs knpa ya nie??,negatif
sulit perbarui wa,negatif
Kenapa tidak bisa menghapus pesan,negatif
Setelah d upgrade malah GK bisa kirim foto dan video .. Tolong d perbaiki LG dong ...,negatif
bahasaindonesia,negatif
"kenapa setiap post story selalu video/foto kekompres atau buram??, saya sangat kecewa!!",negatif
Ok,negatif
Ga ada yang ngechat gw!,negatif
Oke,negatif
"Baru ajjah di update, eh malah WA nya gak bisa di buka, saya pakai HP Redmi 10C",negatif
"Tolong benerin bugnya dong, masa kontak cewek saya gak ada pp sama ceklis gak ada infonya juga. Sama ituu dia sibuk dari tahun 1970an masa,yang bener azaa",negatif
Ebeww,negatif
Update mulu,negatif
Eror gak bisa di update,negatif
Sekarang whasaap byk bedanya,negatif
"maaf yah ini kenapa saya mau login tetep ga bisa, katanya harus wa official padahal aku download ya ini. wa mana lagi coba? trus nunggu kode verifikasi jg minimal 2 jam kalo SMS 6 jam, katanya ada masalah sama play store pdhl jg udh update semua gimana ya tolong nih gabisa login dari kemarin",negatif
bagus ya wa nya,negatif
"kenapa makin di update makin bnyak pemakaian ruang sih,ini parah banget sih...",negatif
"Makin kesini update makin aneh ribet gak bisa di geser""",negatif
Saya tidak bisa mendapatkan nomer verifikasi SMS.selalu gagal.,negatif
Oke,negatif
Skrang malah di blokir akun nie yg buat watsap mesenger niat ga sih jgn mau jual aplikasi doang lah,negatif
Wa saya tiba² di bandung gak jelas,negatif
Kenapa whatsapp saya sering kena spam ya??saya masukan no yg di whatsapp kok gk bs knpa ya nie??,negatif
Ral,negatif
"WhatsApp skrng jadi jelek ,,",negatif
cara memperbarui whatsapp,negatif
Knp sih update trz skrg,negatif
"paan banged ni wa, butut emote nya pd jelek"" huuu butut butut",negatif
Sangat bagus,negatif
Gak jelas kode sms gak dapat pangilan tidak bisa,negatif
Sekarang whasaap byk bedanya,negatif
Mantap,negatif
Setelah d upgrade malah GK bisa kirim foto dan video .. Tolong d perbaiki LG dong ...,negatif
Bikin ribet. Lama lagi nunggunya,negatif
Klw mau pos status gagal trus,negatif
bagus ya wa nya,negatif
GK bisa nelpon klo GK ada kuota,negatif
Buruk,negatif
"Dari sekian banyak komen yg ku baca,jd gw punya kesimpulan untuk tidak mengupdate",negatif
Saya suka yang baik saya supaya hasilnya pun juga yang baik dan saya saya suka lebih apel leb maaf menyukai mungkin saya ingin saya merasa senang saya ingin apa nama bagus lagu senam lagu senam aerobik pesannya cara mengirimnya bagaimana in ya Allah wisata Allah mendengarkan mendengarkan ucapan saya messenger saya senang saya senang mendengar melihat teman-teman dan menarik cara buka bu dengan teman saya ingin hanya ingin bertanya tanya sama teman ini harus p harus gimana harus kita ha ok maaf,negatif
Di apdet 5 juni masak sekarang sudah pembaharuan apdet lagi Klu tidak faham sy jadul data yg di dalam wa nan hilang semua,negatif
sulit perbarui wa,negatif
Apk gk guna,negatif
Buruk,negatif
Foto dan Video distatus tidak HD,negatif
Ral,negatif
"Please the microphone is still bad,",negatif
Rk iso di bukakk,negatif
Ahhhaii,negatif
🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,negatif
"Dari sekian banyak komen yg ku baca,jd gw punya kesimpulan untuk tidak mengupdate",negatif
Masih ada 3 hal penting yg saya kira perlu diperhatikan juga a.l: 1) tambahkan donk pilihan untuk menyimpan media ke SD card. 2) Kualitas Video dan Foto (Media) yg di kirim kalo bisa mengakomodir kwalitas HD. 3) tambahkan fitur untuk admin grup bisa mengontrol member grupnya salah satunya member dlm grup tidak keluar masuk grup tanpa diijinkan dl oleh admin grup. bintang 5 kalo sudah di akomodir,negatif
"Skrg kurang baik dn kurang bguss deh, krna terakhir aku update saat 5 juni lah ini 9 juni harus udh di update lgi,, gmn si trs juga apk di hpku sdkit bgt, cuma demi nge update whtsaap, 2 apk kesayanganku hrs dihapuusss krna klo cm 1 yg dihapus ga bisa buat update iihhh 😒",negatif
"paan banged ni wa, butut emote nya pd jelek"" huuu butut butut",negatif
Gombal wedus 💣💨🗯💜💝💞,negatif
Sekarang wa nggak ada privasinya lebih dijaga dong harusnya,negatif
"Saat video call selalu aja tiba-tiba crash crash dan crash, why brother? Tolonglah minta benerin virus atau apapun itu yang bisa menyebabkan crash Biar bisa seperti dulu Pada dulu tuh bagus banget gak ada crash crash nya",negatif
Whatsapp nya kurang ky ga jelas gitu maaf saya kasi bintang 1 doang karna emang g jelas,negatif
Buat wa versi tanpa internet,negatif
Kenapa wa ku di blokir beberapa hari ini emang kenapa lama lama ok gini WhatsApp sekarang,negatif
Kenapa sih susah banget download WhatsApp messenger,negatif
Update banyak taiknya,negatif
Angel mlbu gaiso dadak,negatif
"Parah.. berkali-kali akun wa saya keluar sendiri dengan alasan tidak bisa dipergunakan, lalu udah berkali-kali ditinjau tapi ketika sudah benar lagi, EH BESOKNYA BEGINI LAGI, kenapa saya jadi makin ga nyaman sama aplikasi ini ya katanya keamanan nya berlapis kok ngeluarin akun orang sembarangan...",negatif
Kenapa kode verifikasi tidak muncul harus menunggu 24 jam tolong bantuan nya,negatif
Sangat bagus,negatif
sulit perbarui wa,negatif
Lbih ribet,negatif
"Sangat"" tidak puas saat vc error",negatif
Sewenang wenang,negatif
Apk sangat bermanfaat,negatif
ok Ok,negatif
Stop making stupid UI UX,negatif
Skrang malah di blokir akun nie yg buat watsap mesenger niat ga sih jgn mau jual aplikasi doang lah,negatif
Jangan paksa kami untuk mengunduh,negatif
Di apdet 5 juni masak sekarang sudah pembaharuan apdet lagi Klu tidak faham sy jadul data yg di dalam wa nan hilang semua,negatif
Tolong dong fitur foto yg sekali di liahat bisa di ss seperti dulu lagi soalnya saya gak bisa ss pap pacar saya hehe.tolong di perbaiki lagi Terimakasih,negatif
Ko udah di update malah burik video biasanya upload bagus normal skrang malah kau wa..,negatif
Jd lemottt,negatif
Maaf saya kasih rating 1 karna pas saya masukin no nya gak bisa padahal itu no nya udah bnr itu no nya malah gak bisa bisa udah coba beberapa kali tetep gak bisa,negatif
"Kenapa si daftar aja ribet banget susah ga ngirim ngirim kode , tolol ANJ susah udah 10 jam. Nunggu kode",negatif
Sinyal nya padahal full kuota nya full tapi knp setiap aku kirim video macet!!!! Dh lh jangan ke banyakan update gini nih jadi nya pasti banyak kesalahan:((((,negatif
Kerja bagus,negatif
"paan banged ni wa, butut emote nya pd jelek"" huuu butut butut",negatif
"Aplikasinya sangat membantu , tapi ahir ahir ini sering terjadi error pada pemulihan chat yg mengakibatkan chat terbaca 5 hari di tanggal sebelunnya , tolong di perbaiki lagi aplikasinya",negatif
"Please the microphone is still bad,",negatif
No saya di. Blokir bagaimana cara agar bisa pulih kbali,negatif
Ok,negatif
cara buka wacsap kna spam atau kna apa mohon pulihkan,negatif
Gambar macet2 kalo pon g jelas suara sering ngilang tolong prbaiki biar pengguna bisa nyaman dengan apk inih🙏🙏,negatif
Saya tidak bisa mendapatkan nomer verifikasi SMS.selalu gagal.,negatif
Lelet,negatif
Kenapa wa memblokir nomor sy...,negatif
"No wa gua tiba"" keblokir",negatif
Telat update whatshap aja kena blokir plis lah whattshap buka no ku,negatif
Saya tidak bisa mendapatkan nomer verifikasi SMS.selalu gagal.,negatif
Mantap,negatif
"Kenapa si daftar aja ribet banget susah ga ngirim ngirim kode , tolol ANJ susah udah 10 jam. Nunggu kode",negatif
Terima kasih Google,negatif
Ga ada yang ngechat gw!,negatif
Ral,negatif
Mencari benda kuno,negatif
Memuas kan,negatif
Sekarang whasaap byk bedanya,negatif
WhatsApp sekarang semakin rusakkk update update gada perubahan malah tambah edan,negatif
Lbih ribet,negatif
Update mulu,negatif
"Baru ajjah di update, eh malah WA nya gak bisa di buka, saya pakai HP Redmi 10C",negatif
Diam-diam bikin penuh memori udah jangan cadangkan pesan tetep aja cadangkan,negatif
Video buram,negatif
Kenapa nada dering tidak bisa diganti lagu mp3,negatif
Kurang baik kadang lemot,negatif
Kenapa kode verifikasi tidak muncul harus menunggu 24 jam tolong bantuan nya,negatif
Pas diupdate kok fitur kunci chat nya nggak berfungsi Tolong diperbaiki lagi🙏🙏,negatif
Tidak baguss😖,negatif
Adit tia,negatif
Saya kurang puas memakai WhatsApp karna selalu kena tinjau,negatif
Tolong dong fitur foto yg sekali di liahat bisa di ss seperti dulu lagi soalnya saya gak bisa ss pap pacar saya hehe.tolong di perbaiki lagi Terimakasih,negatif
Gombal wedus 💣💨🗯💜💝💞,negatif
Lambat,negatif
Update banyak taiknya,negatif
Oke,negatif
"Tolong dong chat nya di buat permanen aja gx usah ada hilang dalam 24 jam dan lain lain ,,kita jadi gx ounya bukti chat kalo mreka pake progamnya",negatif
Lbih ribet,negatif
Kecewa dgn cra kerjanya..miskin stiker..mles apdetnya..,negatif
Buat wa versi tanpa internet,negatif
bahasaindonesia,negatif
Woy ngtd hapus emot ini😭 jadi bingung aing anj ganti aja emot itu sama emot pragos,negatif
Saqiy poi,negatif
Setelah d upgrade malah GK bisa kirim foto dan video .. Tolong d perbaiki LG dong ...,negatif
TOLONG BAGI PIHAK WA TOLONG PERBAIKI SAYA PAS BUAT SW SW SAYA TAMPAK BURAM TOLONG PERBAIKI,negatif
